cod_individuo;num_apolices_ativas;tipo_cobertura;valor_premio_anual;tempo_cliente_dias;data_primeira_apolice;num_produtos_contratados;valor_cobertura_total;franquia_media;canal_aquisicao;pagamento_em_dia;desconto_aplicado_pct;metodo_pagamento
IND-221300807132;1;Premium;R$ 667,61;3517.0;2016-10-14;1;79486.18;;Indicacao;S;0.065;BOL
IND-221303284706;4;BASICA;R$ 1.008;30.0;05-02-2026;1;R$ 106.373,02;762.67;Digital;OK;0.152;debito
IND-221300082474;1;Plus;R$ 1.211,55;2829.0;2018-09-02;4;R$146.767,33;R$1.205,53;Agente;Em dia;0.033;Debito_Auto
IND-221302619863;2;padrao;R$1.153,03;2649.0;2019/3/1;2;146840.38;953.68;Indicacao;OK;0.076;BOL
IND-221301059628;4;  ;1234.78;62.0;31/03/2026;NULL;R$151.251,22;1145.08;  ;S;0.127;debito
IND-221301495622;2;Premium;R$1.241,60;1212.0;02-05-2023;1;71.416,00;1.258,12;Indicacao;N;0.099;debito
IND-221302293537;1;Prem.;R$ 1.116,12;991.0;2023-09-14;5;201089.94;R$ 1.124,64;Agente;Em dia;0.058;#N/D
IND-221302723464;2;PADRAO;2.270,85;5061.0;07-23-2012;3;R$ 98.235,27;R$ 2.387,58;Telefone;Sim;0.076;DEB AUTO
IND-221302291738;2;Padrao;1236.48;3053.0;21 Jan 2018;2;R$138.048,57;700.98;Indicacao;Em dia;NA;DEB AUTO
IND-221301027412;1;Std;1750.04;6034.0;11-23-2009;5;R$ 170.674,68;R$ 1.979,54;NA;OK;0.065;Boleto Bancario
IND-221300399406;5;Basic;R$ 1.333,57;1535.0;19 Mar 2022;null;137668.84;600.49;-;OK;0.196;DEB AUTO
IND-221300738886;4;basica;R$1.137,54;2476.0;21 Aug 2019;1;130.332,32;R$ 837;NA;S;0.156;debito
IND-221301953566;1;Padrao;R$ 1.629,63;-;02-04-2017;5;R$ 140.144,97;R$946,32;null;Sim;0.062;DEB AUTO
IND-221301370442;1;PADRAO;1439.56;851.0;01/02/2024;5;R$ 152.727,04;1019.53;Digital;OK;0.037;Boleto Bancario
IND-221301494540;1;  ;R$ 1.348,53;3083.0;2017/12/22;4;189.163,17;867.41;Telefone;N/A;0.042;BOL
IND-221301456897;2;padrao;R$ 806,34;776.0;2024/4/16;1;93.278,58;R$ 469,44;Agente;1;0.078;Debito_Auto
IND-221300917491; ;BASICA;R$ 1.343,27;3174.0;2017/9/22;1;R$ 120.924,34;R$ 1.468,93;Digital;OK;0.135;debito
IND-221300257644;4;Plus;R$972,40;1451.0;2022/6/11;1;R$ 89.712;  ;Agente;1;0.164;DEB AUTO
IND-221302723255;1;Plus;1452.20;2374.0;12-01-2019;5;R$149.500,16;R$ 646;  Agente;Sim;0.0;Debito Automatico
IND-221302517911;4;Basica;R$ 2.072,68;1625.0;12-19-2021;1;106192.95;1571.94;Telefone;Sim;0.168;CC
IND-221303205925;3;NA;R$ 1.252;30.0;02/05/2026;1;R$ 85.815,50;R$1.262,44;Telefone;OK;0.088;Debito Automatico
IND-221301053866;1;Plus;R$ 1.533,94;5355.0;2011-10-03;4;R$ 116.201,11;735.31;Telefone;1;?;Cartao_Credito
IND-221300697875;1;Plus;R$ 874,94;2401.0;2019-11-04;4;R$ 127.033;656,36;Agente;S;0.05;pix
IND-221302533502;1;premium;R$501,45;3164.0;02/10/2017;2;136.295,32;R$463,64;Digital;1;0.043;CC
IND-221301259933;4;basica;3562.47;1666.0;;1;159491.22;878,29;Telefone;Sim;0.126;PIX
IND-221302684529;NULL;Std;R$1.242,66;2809.0;09-22-2018;4;R$176.280,67;R$ 1.033,07;Telefone;1;0.048;CC
IND-221300809091;1;Prem.;R$ 1.205,57; ;#N/D;4;122.779,03;1.104,99;Agente;Nao;0.044;PIX
IND-221302995219;1;Premium;514,14;3621.0;02 Jul 2016;2;141800.52;R$ 488,37;null;1;0.003;boleto
IND-221300274283;2;Básica;1244.68;1107.0;21/05/2023;2;166.921,23;1.345,38;Telefone;1;0.071;Pix
IND-221303154097;2;Basica;1094.08;4140.0;2015/1/30;3;276021.42;R$600,15;Agente;S;0.075;Debito_Auto
IND-221300968188;5;Std;R$1.407,63;1041.0;07-26-2023;1;143454.47;1.628,30;Digital ;Em dia;0.221;DEB AUTO
IND-221301752546;4;basica;2.133,45;431.0;2025/3/27;1;R$ 117.175,42;994,25;  Agente;S;0.177;debito
IND-221302847425;1;Prem.;972.0;4321.0;2014-08-02;4;R$ 162.540;511,98;Agente;1;0.042;Debito Automatico
IND-221301043222;1;Premium;R$ 1.263,22;2782.0;19/10/2018;4;128348.01;R$ 1.213,76;Agente;1;0.018;Boleto Bancario
IND-221300489590;3;PADRAO;R$ 1.064,40;847.0;05 Feb 2024;-;R$108.507,43;803,65;Agente;OK;0.078;Cartao
IND-221303020435;3;Padrao;R$ 1.687,74;2276.0;2020-03-08;2;R$ 143.308,21;R$1.804,71;Digital;Sim;0.126;BOL
IND-221302666728;1;Plus;R$1.021,00;4499.0;02-05-2014;4;156.320,17;887.24;Agente ;Sim;0.047;Boleto
IND-221300600389;2;Padrão;R$1.313,51;3110.0;2017-11-25;2;R$ 125.734,68;R$ 1.429,84;Telefone  ;1;0.094;CC
IND-221302893268;2;Basic;893,07;745.0;17 May 2024;2;R$154.450,34;R$782,05;Telefone;1;0.12;Debito_Auto
IND-221302707090;4;Prem.;1084.4;2829.0;2018/9/2;1;134708.78;1221.45;Indicacao;OK;0.166;boleto
IND-221303111031;3;Basic;R$ 1.559;2850.0;12/08/2018;1;88024.05;R$ 798,18;Agente;OK;0.144;debito
IND-221302704285;1;Premium;R$ 1.183,73;6919.0;22 Jun 2007;4;;R$ 934,05; Agente;OK;0.013;boleto
IND-221303074176;1;Prem.;R$ 1.146,22;3598.0;07-25-2016;4;171373.41;963.27;Agente;Sim;0.021;BOL
IND-221301371303;1;Padrão;R$ 1.156;4369.0;15/06/2014;4;R$ 142.287,54;R$ 508,64;Digital;S;0.07;null
IND-221301869122;3;padrao;R$ 1.375,55;3622.0;01/07/2016;1;95903.61;R$ 843,72; Digital;S;0.145;CC
IND-221302981378;4;Padrao;  ;248.0;09-26-2025;1;119279.47;R$ 936,95;Indicacao;1;0.154;Cartao_Credito
IND-221302571812;5;padrao;R$ 1.245,00;268.0;09-06-2025;1;156487.74;R$ 1.207,00;Telefone;Sim;0.181;CC
IND-221301671727;4;Padrao;R$1.086,18;705.0;26 Jun 2024;1;R$139.523,26;R$ 638,33;  Indicacao;NA;0.167;DEB AUTO
IND-221301391886;1;Std;R$1.032,03;5967.0;01-29-2010;5;203.356,38;#N/D;Digital;OK;0.064;CC
IND-221300052769;  ;PREMIUM;R$ 1.825,77;3506.0;2016/10/25;4;191.973,79;1490.10;Agente;OK;0.037;N/A
IND-221300303753;1;PADRAO;R$ 1.268,37;5886.0;2010-04-20;5;R$160.230,86;1369.51;Indicacao ;OK;0.043;BOL
IND-221300170221;1;Padrao;NA;4649.0;2013/9/8;4;184936.42;1061.45;Agente;Em dia;0.042;Boleto Bancario
IND-221303040527;4;basica;R$ 1.518;1733.0;2021/9/2;1;R$ 103.922,31;1048.08;Digital;S;0.166;pix
IND-221302623439;3;Básica;1065.41;1902.0;17 Mar 2021;1;R$107.237,82;828.44;Agente;-;0.099;Boleto Bancario
IND-221301873677;4;BASICA;R$ 1.589,12;1502.0;2022-04-21;1;105697.56;R$ 696,98;  Agente;Sim;0.179;Boleto
IND-221302890187;4;Basica;  ;546.0;2024-12-02;2;R$ 228.162,06;R$590,93;Agente  ;OK;0.157;CC
IND-221302789983;4;Basic;R$ 871;399.0;28 Apr 2025;1;R$112.179,36;877.68;Agente;Em dia;0.094;debito
IND-221303190087;2;PADRAO;1.041,76;3419.0;20/01/2017;2;R$ 143.540;434.12;Digital;Sim;0.106; 
IND-221300509435;3;Std;R$1.304,61;1682.0;2021/10/23;1;89.712,96;R$635,61;Agente;Sim;0.145;debito
IND-221300570627;3;Básica;995.02;2413.0;23/10/2019;1;96235.03;R$ 437,33; Telefone;1;0.127;CC
IND-221303239349;2;PADRAO;R$ 794,75;2962.0;22/04/2018;1;96278.86;833.43;Indicacao;null;0.077;boleto
IND-221301624905;4;PADRAO;1062.28;425.0;04-02-2025;1;113.402,66;R$ 631,59;Agente;1;0.166;Cartao_Credito
IND-221302026764;4;Básica;R$ 1.267,39;1006.0;2023-08-30;1;105130.31;R$1.124,13;Agente;1;0.179;DEB AUTO
IND-221300266688;4;BASICA;R$ 1.324,10;723.0;06-08-2024;2;R$ 249.655,82;712.59;Agente ;1;-;PIX
IND-221301865976;2;padrao;R$1.388,18;1678.0;2021/10/27;3;R$227.091,91;R$ 1.130,59;Agente;Em dia;0.115;debito
IND-221300534274;1;Padrão;R$ 1.160,62;4235.0;10-27-2014;4;R$ 0,04;R$ 571,90; Digital;S;0.048;boleto
IND-221303024805;3;Basica;1324.33;659.0;11/08/2024;2;R$ 226.537,81;702,04;Indicacao;Sim;0.127;Debito_Auto
IND-221301366033;1;PREMIUM;R$ 954,04;4178.0; ;3;149631.11;R$ 1.073;Digital;Atrasado;0.035;Debito_Auto
IND-221300220128;3;Padrao;1.433,86;3262.0;2017-06-26;2;R$ 115.416,36;R$1.233,16;Digital;S;0.124;debito
IND-221301567285;1;PREMIUM;R$ 1.485,99;1971.0;01-07-2021;6;R$ 182.976,52;R$ 878,48;Digital;;0.039;Cartao
IND-221302457028;3;PADRAO;1.167,30;1784.0;13 Jul 2021;;R$ 231.966,09;NULL;Digital;OK;0.131;boleto
IND-221300305283;4;Basica;R$1.108,94;2733.0;2018-12-07;1;121.216,37;R$ 1.301,45;Digital;?;0.186;Cartao_Credito
IND-221300778773;null;Premium;1145.07;NA;2012/10/24;4;R$147.105,63;R$ 740,62;Agente;OK;0.042;Pix
IND-221301395189;3;Basica;R$ 1.040,55;NA;24 Jan 2019;1;R$ 124.671,59;R$ 1.158,98;Agente;Em dia;0.118;pix
IND-221303250326;2;Std;R$ 1.841,80;4893.0;07/01/2013;4;158.795,29;R$1.528,96;Digital;OK;0.081;DEB AUTO
IND-221301834123;6;Básica;R$1.963,57;901.0;12-13-2023;1;165428.56;R$ 836,58;Digital;Sim;0.241;Cartao_Credito
IND-221300252625;-;premium;1.074,82;30.0;05-02-2026;2;149204.94;R$592,44;Digital;1;0.07;debito
IND-221301851336;4;basica;R$ 948,38;30.0;05-02-2026;1;131234.20;753.01;Agente;OK;0.105;BOL
IND-221302985319;4;Padrao;1247.92;934.0;2023/11/10;1;111768.7;R$774,27;Digital;;0.142;Pix
IND-221303162071;1;premium;R$ 1.094;4506.0;29 Jan 2014;4;148917.5;917,29;Agente;OK;0.047;Debito_Auto
IND-221300767476;2;Padrao;R$ 991,31;2713.0;2018/12/27;2;-;596.72;Digital;Sim;0.098;Cartao_Credito
IND-221300061204;3;basica;1.494,50;1332.0;-;1;96.810,51;R$1.682,19;Agente;N/A;0.101;DEB AUTO
IND-221302246582;;Basica;R$ 1.017,01;3885.0;12 Oct 2015;1;R$ 69.393;R$ 996,62;Digital;OK;0.101;Cartao
IND-221301796281;2;premium;R$ 1.417,04;2386.0;19 Nov 2019;2;R$125.792,14;1.120,41; Indicacao;OK;0.066;BOL
IND-221300092269;4;Basic;R$ 1.240,36;256.0;18/09/2025;1;R$ 139.997,76;R$ 698;Agente;1;0.135;Debito Automatico
IND-221300941970;1;Std;R$1.175,68;4087.0;2015-03-24;5;159566.11;1.214,62;Telefone;S;0.057;DEB AUTO
IND-221301078812;1;PREMIUM;1125.24;99999.0;20/09/2018;5;R$ 254.192,68;R$815,34;NULL;Sim;0.011;CC
IND-221300276595;2;Plus;R$ 2.126,90;3302.0;05-17-2017;4;183888.19;1495.35;Indicacao;Sim;0.062;Cartao_Credito
IND-221302293715;1;padrao;1.326,36;3204.0;23/08/2017;5;205906.34;746.88;Agente;OK;0.026;Cartão
IND-221302337677;1;PADRAO;R$ 563,17;3290.0;  ;2; ;346,35;Agente;Sim;0.059;Cartao
IND-221303307691;3;BASICA;R$787,36;864.0;01-19-2024;1;135.214,61;R$ 506,59;Digital;OK;0.112;DEB AUTO
IND-221301189566;4;padrao;R$ 1.065;1225.0;2023/1/23;1;117930.37;593.68;Digital;1; ;BOL
IND-221300787659;2;Padrão;R$ 819,98;1597.0;16 Jan 2022;2;R$ 155.722,07;R$ 423,06;Digital;Sim;0.079;?
IND-221303056552;1;PREMIUM;R$1.196,64;4875.0;01-25-2013;3;113787.37;1069.68;Agente;0;0.025;BOL
IND-221302636288;3;Padrao;1.593,17;30.0;02/05/2026;1;R$ 72.357,79;R$1.281,83;Digital;Em dia;0.12;PIX
IND-221300811315;1;PREMIUM;R$961,94;5152.0;04-23-2012;5;171091.96;R$ 996,36;Telefone;Em dia;#N/D;Boleto
IND-221301538627;1;Padrão;R$ 1.110,32;3554.0;07/09/2016;4;164583.45;R$ 916,04;Telefone;S;0.051;boleto
IND-221302565369;1;Plus;R$ 1.214,96;3027.0;2018/2/16;4;R$ 133.648,47;1456.10;Agente;1;0.044;-
IND-221301955399;2;Padrao;R$ 1.437,54;2053.0;2020-10-17;2;131642.13;575.86;Indicacao;Em dia;0.084;Debito_Auto
IND-221301945115;2;Plus;1094.29;1311.0;29/10/2022;1;78.162,12;R$ 1.259,46;Digital;OK;0.07;DEB AUTO
IND-221301755970;2;premium;1126.29;2705.0;01-04-2019;NA;R$ 105.860,58;597.49;Digital;S;0.064;Cartao_Credito
IND-221302388602;3;-;R$ 1.560;1534.0;20 Mar 2022;1;R$ 116.844,90;925,65;Telefone;Em dia;0.144;Debito Automatico
IND-221303152296;4;Basic;;NA;2023/4/22;1;111562.14; ;Telefone;S;0.174;DEB AUTO
IND-221302884929;2;Std;-;null;2023-03-13;2;N/A;1438.48;Agente ;1;0.07;Debito_Auto
IND-221301938499;4;Basica;R$ 1.365;87.0;2026-03-06;1;138800.55;R$1.004,40;  Agente;OK;0.168;Debito Automatico
IND-221302245444;1;Std;  ;3247.0;11/07/2017;5;R$223.779,65;580.86;Digital;1;0.049;-
IND-221301418640;5;Padrão;1.043,13;1326.0;14 Oct 2022;1;127199.27;R$ 805,25;Telefone;1;0.167;?
IND-221300735919;3;Padrão;R$ 837,29;626.0;13/09/2024;1;132230.96;997.99;Digital;1;NULL;Cartao_Credito
IND-221301243895;2;BASICA;1211.75;2142.0;20 Jul 2020;3;R$ 203.281,67;R$1.229,63;Telefone;Em dia;0.09;BOL
IND-221301056890;4;Basic;R$ 1.203,80;98.0;2026-02-23;1;109.047,29;784.52; Agente;Em dia;0.149;Cartao
IND-221302174603;1;Plus;1.102,68;4515.0;?;4;R$ 190.122,70;R$ 472,85;Agente;S;0.041;PIX
IND-221301641910;1;Prem.;1.365,05;3947.0;2015/8/11;5;142.031,99;R$ 1.323,16;Digital;Em dia;0.042;pix
IND-221300387828;3;Básica;1.696,98;3377.0;03 Mar 2017;2;145.413,45;1185.58;Digital;S;0.12;Pix
IND-221301474411;5;Plus;1735.66;801.0;22/03/2024;1;R$ 105.245,79;1557.45;Agente;Em dia;0.17;boleto
IND-221300790128;2;Básica;R$1.348,75;2794.0;10-07-2018;2;143860.68;R$724,48;  Digital;OK;0.092;PIX
IND-221300112850;1;PREMIUM;R$ 1.107,42;3192.0;04 Sep 2017;4;R$ 159.483,36;1071.72;Agente;1;0.053;Cartao
IND-221300830913;3;padrao;R$ 1.276,51;3017.0;2018-02-26;1;136778.01;1291.95;Agente;Em dia;0.122;CC
IND-221301330227;5;Std;R$ 1.596;N/A;02 May 2026;1;R$125.170,63;1.051,32;Indicacao;Em dia;0.202;Cartão
IND-221302952769;1;Premium;1226.85;5328.0;30 Oct 2011;4;R$ 189.351,61;R$ 703,85;Digital;S;0.067;Boleto Bancario
IND-221301055472;NULL;Std;R$ 1.638,19;940.0;2023-11-04;1;129938.37;R$1.839,44;Agente;Em dia;0.189;Boleto
IND-221300648066;1;premium;R$ 1.207,92;229.0;10-15-2025;4;R$ 142.304,36;907.03;Agente;OK;0.037;BOL
IND-221301205586;1;BASICA;1.463,46;4630.0;2013/9/27;6;R$ 136.203,57;R$ 1.734,04;Agente  ;?;0.046;BOL
IND-221300459805;2;PREMIUM;R$ 978,81;2337.0;01-07-2020;1;R$ 93.681;523.90;Agente;1;0.101;DEB AUTO
IND-221303176607;2;Padrao;1023.61;3814.0;12-22-2015;2;129712.2;R$ 467,42;Agente  ;Em dia;  ;BOL
IND-221302943658;1;premium;R$ 3.408;4015.0;04/06/2015;;196789.50;R$ 577;Indicacao;Em dia;0.054;PIX
IND-221301324748;1;padrao;R$ 950;1779.0;18 Jul 2021;4;131673.59;R$486,82;Digital;Em dia;0.054;Debito Automatico
IND-221302248116;4;Std;1.531,75;1987.0;12-22-2020;1;R$ 129.344,61;R$ 1.339,21;Digital;Sim;0.173;DEB AUTO
IND-221300912896;2;Prem.;860.20;3752.0;2016-02-22;2;R$ 124.350,66;R$ 869,88;NA;Nao;0.071;Cartao_Credito
IND-221300737446;5;N/A;R$ 1.736,75;1669.0;2021/11/5;1;146.658,28;1860.77;Digital;N;0.168; 
IND-221302322573;1;Premium;R$ 1.065,78;3876.0;2015-10-21;3;null;1.210,70;Agente;OK;0.028;Boleto
IND-221300948347;2;Padrão;R$2.160,56;2659.0;2019/2/19;?;180476.65;R$ 1.882,39;Agente;Em dia;0.089;Boleto
IND-221301369072;2;Padrão;R$ 1.222,94;;27 Dec 2023;2;R$ 163.215,20;1441.76;Agente;S;0.079;DEB AUTO
IND-221300953293;1;Basic;R$ 630,46;2357.0;2019-12-18;2;143.062,67;539,36;Digital;S;0.07;Boleto Bancario
IND-221300070312;3;Basic;R$ 1.846,92;30.0;05-02-2026;1;R$ 79.577,69;1453.05; ;S;0.087;DEB AUTO
IND-221303046738;1;Std;1.259,72;2186.0;06 Jun 2020;3;115.531,85;R$ 507,95;Indicacao;Sim;0.037;Boleto Bancario
IND-221301927466;3;PADRAO;R$ 643,79;1315.0;2022/10/25;1;R$ 112.327,04;R$ 322,45;Indicacao;S;0.124;DEB AUTO
IND-221301929492;3;Básica;R$ 1.048,16;1850.0;08/05/2021;1;103.441,28;R$ 963,61;Indicacao;Sim;0.106;DEB AUTO
IND-221300055060;1;PADRAO;1305.11;6176.0;07-04-2009;4;R$193.365,41;851.5;Agente;1;0.032;debito
IND-221302274224;2;padrao;R$ 1.213,35;3807.0;12-29-2015;2;R$ 166.190,27;R$ 1.186,21;Digital;1;0.09;Boleto
IND-221301760975;1;Premium;1021.43;3511.0;2016-10-20;4;R$ 172.368,04;840.48;Telefone;1;0.027;Cartao_Credito
IND-221300323638;5;Padrao;R$1.413,25;4246.0;2014/10/16;1;133759.62;R$ 1.374,30;Digital;OK;0.198;boleto
IND-221302967823;1;Prem.;R$ 920,58;4095.0;2015-03-16;3;R$101.505,53;R$ 998,94;Agente;S;0.013;Cartao_Credito
IND-221301405433;4;Basic;R$ 1.003,31;1474.0;2022/5/19;1;R$ 129.742;586.41;Digital;1;0.182;PIX
IND-221300350311;4;Basic;R$ 1.199,24;2606.0;2019/4/13;N/A;136908.29;753.20;Digital;null;0.139;PIX
IND-221302865959;2;Prem.;R$ 1.235,63;1849.0;2021-05-09;3;205836.1;R$ 931,00;Agente;OK;0.091;PIX
IND-221302338744;3;Básica;697.94;-;14/07/2018;1;173358.95;R$ 448,26;Digital;S;0.123;?
IND-221300834246;3;basica;R$ 948,39;1647.0;2021/11/27;1;119.293,87;null;Telefone;1; ;DEB AUTO
IND-221300116291;4;basica;1192.09;785.0;07/04/2024;1;R$ 95.781,91;R$ 905;Digital;Sim;0.192;DEB AUTO
IND-221300849812;3;Padrao;1044.41;1840.0;2021-05-18;1;168068.9;817.10;Digital;1;0.073;Pix
IND-221302913844;1;Padrão;R$ 1.274,83;4436.0;09/04/2014;5;R$ 126.846,36;R$ 891,91;Digital;Em dia;0.021;Boleto Bancario
IND-221300820029;4;Basic;1069.45;30.0;02/05/2026;1;R$ 136.560,64;R$1.018,52;Digital;1;0.137;debito
IND-221300830223;2;basica;N/A;5575.0;2011-02-25;N/A;R$ 223.058,64;632,77;Agente  ;Em dia;0.064;Cartao_Credito
IND-221302304135;1;Básica;516,35;1149.0;2023/4/9;1;R$ 113.034,68;293,59;NA;null;0.008;Cartão
IND-221302442510;2;premium;R$873,65;4075.0;05 Apr 2015;2;N/A;R$ 602,91;  Indicacao;S;0.113;?
IND-221302918078;1;Premium;R$1.411,00;2684.0;2019-01-25;5;172871.64;793.02;Telefone;Em dia;0.073;Cartao_Credito
IND-221302958431;4;Basica;1270.88; ;05-02-2026;1;143362.94;null;Agente;1;0.143;DEB AUTO
IND-221300762055;1;Prem.;R$ 1.181,43;3380.0;28/02/2017;4;R$ 135.440;1.286,14;Agente;Sim;0.022;BOL
IND-221301209648;1;PREMIUM;R$ 1.355,87;2542.0;16 Jun 2019;5;R$ 150.352,82;R$726,81;Digital;Em dia;0.025;Cartao_Credito
IND-221303023978;5;Básica;1425.67;737.0; ;1;R$106.587,20;R$742,93;Agente;1;0.192;Cartão
IND-221303280608;1;Padrao;1367.89;2078.0;22/09/2020;6;191.370,13;R$ 1.199;Agente;1;0.039;NULL
IND-221301118980;2;padrao;R$ 1.156,68;2532.0;2019/6/26;2;R$ 116.344;R$ 747,10;Indicacao;S;0.098;Cartao
IND-221300212965;3;BASICA;R$995,20;735.0;  ;1;68686.64;NA;Agente;Atrasado;0.126;pix
IND-221302757190;1;Prem.;R$ 6.031,38;2668.0;10 Feb 2019;5;218309.72;R$1.755,55;Agente;Sim;0.061;CC
IND-221300869150;null;basica;R$ 1.347,22;1869.0;;1;146844.54;1.416,41;Telefone;S;0.132;Boleto
IND-221303138095;3;Std;R$1.633,22;N/A;2024/9/9;1;R$103.818,67; ; ;OK;0.122;BOL
IND-221300268861;4;basica;R$ 1.280,60;1913.0;NA;1;R$ 132.702,20;R$1.104,03;Digital;1;NA;Debito_Auto
IND-221300410271;5;Básica;R$1.637,35;1166.0;2023-03-23;1;164.136,90;R$ 1.228;Telefone;OK;0.202;Debito_Auto
IND-221302767618;4;Plus;R$1.350,57;989.0;16/09/2023;1;R$ 135.524,64;1.227,72;Agente;S;0.182;Debito_Auto
IND-221303074030;2;BASICA;1.202,12;1511.0;12 Apr 2022;1;58840.54;R$ 1.080,67; ;0;0.078;Debito Automatico
IND-221300700463;1;Plus;R$ 1.003,21;1418.0;14/07/2022;3;83025.94;R$1.150,32;  Telefone;-;0.078;Cartão
IND-221301982024;2;padrao;R$ 1.295,24;2193.0;2020-05-30;2;  ;1502.2; Agente;1;0.058;Debito Automatico
IND-221300872426;NA;Std;R$ 1.050,80;3430.0;?;5;136.073,35;R$ 546,09;Telefone;S;0.035;Boleto Bancario
IND-221302075957;2;PADRAO;R$ 1.206,81;2707.0;02 Jan 2019;2;R$ 168.424;R$669,05;Indicacao;OK;0.077;Cartao_Credito
IND-221302063353;1;#N/D;R$1.267,45;2473.0;24 Aug 2019;5;R$ 194.667;  ;Telefone;1;0.033;Debito_Auto
IND-221301639474;3;padrao;R$ 776,24;30.0;05-02-2026;1;151321.19;R$ 453,02;Agente;1;0.14;Cartao_Credito
IND-221300884487;2;PREMIUM;1120.23;2434.0;02/10/2019;2;R$126.371,00;R$1.151,02;Agente;S;0.107;CC
IND-221302407001;5;PADRAO;N/A;1344.0;#N/D;1;117336.14;R$ 519,43;Telefone;Sim;0.206;Cartao
IND-221302945913;1;BASICA;493.32;2745.0;2018/11/25;2;R$184.237,39;-;Telefone;Em dia;0.071;pix
IND-221300985778;3;PREMIUM;R$ 936,57;956.0;10-19-2023;1;122055.45;802,40;Agente;1;0.089;Cartao
IND-221302671648;4;Básica;R$ 1.109,49;1811.0;2021/6/16;1;R$108.017,95;R$ 1.241,73;Digital ;S;0.176;CC
IND-221302885442;3;Basica;728,88;1930.0;17/02/2021;1;R$ 133.995,73;726.84;Digital;Em dia;0.11;Pix
IND-221301261143;3;basica;R$ 1.409,49;1070.0;27/06/2023;1;R$92.723,11;582.97;Agente;Atrasado;0.113;Debito_Auto
IND-221301159635;1;padrao;500.23;3736.0;09 Mar 2016;2;148768.73;R$ 476,24;Telefone;1;0.024;Boleto Bancario
IND-221300569456;4;Basica;R$ 1.180,94;1323.0;  ;1;132642.03;R$ 713;Agente;N/A;0.183;Cartao
IND-221302751249;;padrao;1.233,67;4034.0;05-16-2015;1;82.785,81;null;Agente;Em dia;0.069;BOL
IND-221301840295;2;NULL;R$ 1.312,12;2954.0;30/04/2018;2;R$117.927,61;759.86;Telefone ;N/A;0.079;Debito Automatico
IND-221302849022;1;Plus;R$ 1.050,75;5551.0;21/03/2011;4;R$ 169.689,25;R$ 1.244,92;Telefone;OK;0.065;Pix
IND-221301618741;2;BASICA;R$ 1.560,73;2063.0;2020-10-07;2;R$145.781,74;736.28;Agente;OK;0.106;-
IND-221301148391;;Padrão;1.434,36;2259.0;25/03/2020;2;130.500,99;R$ 821,45;Indicacao;S;0.087;pix
IND-221303173690;3;padrao;R$ 1.256;2402.0;2019/11/3;1;103.213,14;R$ 733,48;Agente;Em dia;0.111;Cartao_Credito
IND-221302949772;1;Std;1615.82;4216.0;null; ;202354.01;921.13;Telefone;1;0.0;DEB AUTO
IND-221302227990;2;padrao;1304.12;821.0;2024-03-02;3;245663.97;R$ 586,15;Telefone;Em dia;0.055;Debito_Auto
IND-221302024504;1;Plus;R$1.609,93;1871.0;04-17-2021;6;149.166,99;R$ 1.144,24;Digital ;Sim;0.031;Cartão
IND-221301415163;1;Std;R$ 1.331,63;4133.0;2015-02-06;5;137863.99;R$ 940,06;Digital;1;0.023;CC
IND-221302356108;3;BASICA;1452.73;2196.0;27 May 2020;1;89115.69;R$1.140,73; Digital;S;0.136;Boleto
IND-221302117110;1;Basica;1048.28;3583.0;09 Aug 2016;4;R$166.075,24;R$ 1.146,75;Agente;OK;?;Cartão
IND-221300134357;1;premium;N/A;30.0;2026/5/2;  ;134609.37;1.129,73; Agente;Em dia; ;boleto
IND-221301346945;1;Premium;R$ 1.275,40;1864.0;2021/4/24;5;167.643,24;734.64;Digital;S;0.059;CC
IND-221300507429;1;premium;R$ 1.050,59;3779.0;01-26-2016;3;131.354,09;R$437,90;Digital;S;0.011;Debito_Auto
IND-221301337305;2;Básica;1075.02;4315.0;08 Aug 2014;1;R$ 73.198,20;R$ 909,89; Agente;OK;0.096;CC
IND-221301789977;3;Basic;1747.85;1371.0;2022-08-30;1;117.295,75;1660.07;Agente;Sim;0.146;Debito_Auto
IND-221303075443;2;Premium;R$ 1.706,65;2243.0;2020/4/10;-;R$ 270.288,63;1784.88;Agente;Sim;0.061;CC
IND-221301027143;3;Padrão;R$ 1.027,91;1906.0;13/03/2021;1;R$108.731,37;620.72;Telefone;OK;0.144;BOL
IND-221303159331;4;Padrao;R$ 1.332,99;1185.0;2023-03-04;1;148623.32;R$ 1.324,06;NA;S;0.169;PIX
IND-221301284717;1;Std;R$ 1.057,39;?;26/11/2013;4;-;638.6;?;Em dia;0.039;Cartao
IND-221302849378;5;Basica;1820.32;173.0;2025/12/10;1;R$ 123.653,14;850,37;Agente;1;0.201;NA
IND-221301239601;4;BASICA;R$ 3.396,30;1118.0;10/05/2023;1;135763.02;R$ 901;Agente;Sim;0.192;Cartao_Credito
IND-221300239238;1;Plus;R$1.022,30;5136.0;2012/5/9;5;NA;R$ 934,45; Agente;Sim;0.019;pix
IND-221301778252;1;premium;R$ 1.117,18;4089.0;2015/3/22;NULL;186268.59;1076.92;Digital;1;0.08;Debito Automatico
IND-221301289364;3;PREMIUM;1553.30;1361.0;2022-09-09;1;R$ 138.122,31;R$ 1.104,94;Agente;N/A;0.121;Debito_Auto
IND-221302797810;2;Std;1124.13;1849.0;2021/5/9;2;123.783,39;688,03;Agente;1;0.064;CC
